EmployeeID,Age,Gender,Country,Department,JobLevel,YearsAtCompany,MonthlyIncome,NumProjects,LastEvaluationScore,SatisfactionLevel,AvgWorkHoursPerWeek,PromotedLast5Years,HasMentor,RemoteWork,TrainingHours,Certifications,LeavesTaken,FeedbackScore,Attrition
2378,57.0,Female,UK,Marketing,Senior,6,147504.0,9,0.51,1,45,1,0,0,59,0,4,2.8,0
2379,42.0,Male,India,Marketing,Mid,2,94063.0,7,0.52,2,58,1,0,0,13,2,23,2.7,0
2380,51.0,Other,Canada,Development,Junior,7,134072.0,1,0.6,4,39,1,1,0,36,1,21,1.2,0
2381,45.0,Male,India,Support,Mid,7,145083.0,6,0.74,3,46,1,0,0,35,2,16,2.8,0
2382,51.0,Female,USA,HR,Lead,7,47401.0,2,0.55,1,54,0,1,0,67,1,29,3.9,0
2383,43.0,Other,USA,Sales,Mid,10,54950.0,5,0.84,1,58,0,1,0,94,2,23,4.7,0
2384,,Female,Canada,Sales,Mid,10,110984.0,7,0.88,5,45,1,0,1,61,3,1,3.0,0
2385,28.0,Other,USA,HR,Lead,3,124305.0,4,0.76,2,46,0,1,0,1,1,23,4.9,0
2386,56.0,Female,Germany,Marketing,Mid,2,90617.0,6,0.69,3,37,0,0,0,47,4,18,2.8,1
2387,49.0,Female,Germany,Development,Senior,18,121995.0,5,0.77,2,45,1,1,1,40,4,8,2.0,0
2388,35.0,Male,Canada,HR,Senior,18,58277.0,4,0.44,4,46,0,1,0,84,4,4,4.7,0
2389,31.0,Female,USA,Marketing,Lead,4,113899.0,9,0.73,3,59,1,0,1,75,0,18,4.0,0
2390,37.0,Female,Germany,Sales,Senior,11,148035.0,8,0.96,3,56,1,1,1,84,2,3,4.0,1
2391,37.0,Male,USA,Marketing,Junior,16,117395.0,9,0.76,1,43,1,1,0,90,2,25,3.7,1
2392,52.0,Other,India,Support,Junior,16,146762.0,4,0.76,5,36,0,0,1,10,1,2,2.4,1
2393,46.0,Other,USA,Development,Mid,1,110565.0,1,0.62,4,44,0,0,0,3,4,28,1.8,0
2394,34.0,Female,USA,Support,Mid,11,148282.0,9,0.95,5,52,0,0,1,17,4,27,3.4,0
2395,27.0,Male,Canada,Support,Senior,11,72668.0,3,0.51,5,51,0,1,0,23,1,17,4.4,0
2396,,Other,India,Marketing,Lead,2,121657.0,9,0.52,4,40,1,1,1,70,0,7,1.7,1
2397,57.0,Male,Germany,Marketing,Lead,12,100661.0,4,0.69,2,50,0,0,0,24,1,27,2.4,0
2398,41.0,Female,Germany,HR,Mid,3,104692.0,1,0.81,5,59,1,1,1,26,2,11,3.7,0
2399,39.0,Male,USA,Sales,Senior,19,101537.0,8,0.76,2,42,1,0,1,56,4,12,4.7,0
2400,42.0,Female,UK,Development,Junior,14,68337.0,2,0.83,3,51,1,0,1,80,1,15,1.6,0
2401,25.0,Other,UK,Support,Lead,11,134832.0,1,0.84,3,39,0,0,1,79,3,17,4.6,0
2402,54.0,Other,Germany,Marketing,Lead,14,65337.0,3,0.57,1,35,0,1,1,61,3,13,3.4,0
2403,48.0,Other,USA,Sales,Senior,14,132623.0,7,0.41,2,47,0,1,1,3,2,11,2.3,0
2404,28.0,Other,USA,HR,Junior,1,99371.0,8,,3,36,0,0,0,17,3,22,2.1,0
2405,,Male,India,Marketing,Lead,3,76736.0,3,0.53,1,48,0,1,0,71,0,27,3.9,1
2406,36.0,Male,Canada,HR,Mid,15,48626.0,7,0.46,3,53,1,0,1,7,2,14,1.9,0
2407,39.0,Male,UK,Marketing,Senior,4,45978.0,3,0.55,5,40,0,0,0,37,1,24,3.1,1
2408,53.0,Female,USA,Development,Junior,4,129935.0,5,0.55,4,57,1,0,0,9,1,15,1.6,0
2409,32.0,Other,Germany,Support,Mid,9,51026.0,7,0.91,5,41,1,1,0,3,4,24,4.8,0
2410,41.0,Other,UK,HR,Junior,17,53117.0,7,0.88,4,45,0,0,1,1,1,16,4.5,0
2411,45.0,Other,Canada,HR,Junior,16,100623.0,6,0.43,5,52,1,0,0,14,2,4,2.9,0
2412,36.0,Male,USA,HR,Junior,6,103427.0,9,0.94,5,42,0,0,1,21,3,9,3.6,0
2413,28.0,Male,UK,Marketing,Mid,2,128583.0,1,,2,39,1,1,1,29,1,1,1.3,0
2414,42.0,Other,USA,HR,Mid,4,62728.0,4,0.7,3,51,1,0,1,3,4,26,4.1,0
2415,47.0,Female,Canada,Marketing,Junior,8,35429.0,1,0.86,5,53,0,1,0,69,1,2,4.7,0
2416,35.0,Male,India,Marketing,Lead,1,53282.0,9,0.48,2,46,0,1,0,24,1,2,1.2,0
2417,58.0,Other,UK,Development,Senior,6,117899.0,3,0.77,5,41,0,0,0,42,1,3,1.3,1
2418,42.0,Other,Canada,Marketing,Mid,3,71986.0,2,0.76,3,56,0,1,0,59,2,14,4.5,0
2419,39.0,Other,India,Sales,Mid,10,81880.0,7,0.7,2,48,0,0,0,73,3,8,1.6,0
2420,26.0,Female,India,HR,Junior,10,36268.0,5,0.95,1,55,0,0,1,54,0,27,1.2,0
2421,24.0,Other,Canada,Support,Mid,9,87499.0,2,0.76,5,40,1,0,0,0,3,5,3.9,0
2422,44.0,Male,Germany,HR,Junior,3,58372.0,5,0.77,3,58,1,0,1,49,2,11,4.0,1
2423,47.0,Female,Canada,Sales,Mid,5,,9,0.68,3,53,1,1,0,0,2,7,4.0,0
2424,58.0,Female,USA,Marketing,Junior,3,31861.0,1,0.53,4,59,1,0,1,19,4,1,2.3,0
2425,45.0,Other,Germany,Development,Mid,8,94547.0,6,0.55,4,53,1,1,0,98,1,22,2.1,1
2426,40.0,Male,India,Marketing,Junior,10,92408.0,8,0.85,3,44,0,0,1,51,0,1,3.9,0
2427,46.0,Male,UK,Development,Junior,15,75629.0,5,0.5,4,51,0,1,0,26,4,11,3.4,1
2428,42.0,Other,India,Support,Senior,9,77729.0,1,0.73,5,43,1,1,0,41,3,15,2.0,0
2429,33.0,Other,UK,HR,Lead,16,51629.0,6,0.56,2,43,1,0,0,11,4,11,1.3,1
2430,54.0,Male,UK,Marketing,Senior,17,81734.0,5,0.48,1,59,0,1,1,50,3,27,1.9,0
2431,25.0,Female,Canada,Development,Senior,14,37214.0,8,0.75,5,41,0,1,1,9,3,21,1.7,0
2432,28.0,Female,Canada,Development,Senior,12,142122.0,5,0.56,2,44,0,0,0,2,4,29,1.9,0
2433,43.0,Other,India,Sales,Mid,5,125070.0,3,0.53,1,54,0,1,1,90,2,5,3.0,0
2434,54.0,Other,Canada,Sales,Lead,11,106375.0,6,0.73,5,42,0,0,1,26,3,2,4.9,1
2435,38.0,Male,India,HR,Junior,16,62400.0,9,0.71,1,57,0,1,1,68,4,10,3.1,0
2436,45.0,Male,Canada,Development,Junior,17,37641.0,4,0.93,3,49,1,0,0,81,4,24,3.4,1
2437,55.0,Male,Canada,Support,Junior,6,42200.0,6,0.66,3,39,0,0,0,97,2,25,2.3,1
2438,49.0,Male,UK,Development,Senior,13,74385.0,2,0.52,5,47,0,0,1,20,0,21,4.4,0
2439,43.0,Other,Germany,Development,Mid,10,141108.0,8,0.78,3,37,1,1,1,69,4,28,4.4,0
2440,38.0,Other,Canada,Marketing,Lead,9,62957.0,6,0.88,3,48,1,0,1,0,3,27,3.7,0
2441,55.0,Male,Canada,Marketing,Lead,19,42400.0,5,0.5,3,37,1,1,0,35,1,5,3.1,0
2442,27.0,Other,India,Sales,Lead,8,120945.0,2,0.5,5,55,0,0,0,99,2,28,2.0,0
2443,27.0,Other,UK,Marketing,Mid,8,142494.0,4,0.93,4,59,0,1,1,10,1,18,3.9,0
2444,55.0,Male,UK,Development,Mid,5,49413.0,2,0.72,5,36,0,1,1,37,3,19,3.7,0
2445,22.0,Female,Germany,Marketing,Senior,0,134307.0,2,0.89,3,51,0,1,1,87,1,22,4.3,0
2446,31.0,Female,Germany,Sales,Lead,0,83380.0,4,,3,49,1,1,0,75,0,24,4.6,0
2447,42.0,Male,Germany,HR,Junior,9,50820.0,3,0.85,5,35,0,0,1,13,1,25,3.8,0
2448,26.0,Female,Canada,Support,Mid,17,126890.0,8,0.67,3,42,1,0,1,35,4,24,1.5,0
2449,23.0,Other,India,Development,Lead,17,133617.0,4,0.68,3,37,0,0,1,98,4,14,3.0,0
2450,43.0,Female,USA,Support,Lead,9,77586.0,5,0.89,1,57,0,0,0,11,0,22,4.8,0
2451,23.0,Male,India,HR,Senior,15,41604.0,2,0.82,1,42,0,0,0,59,4,10,4.2,0
2452,31.0,Male,UK,Development,Junior,7,133182.0,3,0.75,4,44,1,1,0,87,1,23,2.8,0
2453,55.0,Female,Germany,Support,Junior,10,129789.0,1,0.67,1,36,1,0,0,11,2,13,3.2,0
2454,37.0,Female,USA,HR,Lead,11,53577.0,9,0.96,2,42,0,1,0,29,2,23,4.1,1
2455,43.0,Other,UK,Development,Mid,18,63287.0,4,0.61,4,52,0,0,1,56,2,4,1.1,0
2456,33.0,Female,Germany,HR,Mid,0,39533.0,6,0.4,5,54,0,1,0,94,3,17,1.2,0
2457,45.0,Female,USA,Development,Junior,5,134847.0,6,0.81,1,37,0,1,1,76,3,17,4.7,0
2458,59.0,Female,India,Development,Mid,14,147349.0,5,0.87,1,44,0,0,1,3,1,25,1.2,1
2459,31.0,Other,UK,HR,Lead,10,146373.0,5,0.96,5,41,0,1,1,73,3,14,4.1,0
2460,56.0,Female,Canada,Sales,Junior,12,118752.0,8,0.92,4,55,1,0,0,42,1,4,3.1,0
2461,53.0,Other,USA,Support,Senior,5,121191.0,3,0.72,1,47,1,0,1,19,4,2,4.6,0
2462,28.0,Other,USA,Sales,Mid,3,127302.0,3,0.94,4,35,1,1,1,2,0,12,2.9,0
2463,42.0,Male,India,Marketing,Mid,9,108215.0,4,0.56,5,57,1,1,0,14,0,21,2.4,0
2464,41.0,Male,India,Support,Mid,7,124534.0,1,0.97,4,58,1,0,0,29,0,20,4.8,0
2465,47.0,Other,UK,Development,Lead,13,31243.0,7,0.86,1,54,1,1,0,25,1,7,4.9,0
2466,25.0,Other,Canada,Support,Mid,16,110537.0,3,0.71,2,48,0,1,1,90,2,19,1.7,0
2467,43.0,Other,Germany,Support,Senior,5,138053.0,5,0.5,2,43,1,0,1,87,1,3,2.4,0
2468,36.0,Male,USA,Marketing,Mid,3,140811.0,3,0.8,4,57,1,1,1,20,4,10,2.9,0
2469,42.0,Other,USA,Sales,Senior,8,109601.0,6,1.0,5,52,0,0,0,95,1,14,4.6,0
2470,36.0,Male,UK,Development,Mid,14,101604.0,6,0.82,2,41,1,1,0,30,2,21,1.1,0
2471,43.0,Male,Germany,Support,Junior,17,103625.0,3,0.63,5,47,0,1,0,21,1,25,1.4,1
2472,49.0,Other,Germany,Sales,Lead,18,91347.0,2,0.64,1,40,0,1,0,64,2,8,2.8,0
2473,35.0,Other,Germany,Marketing,Lead,9,143442.0,7,0.85,3,41,1,0,1,78,4,17,1.3,0
2474,48.0,Other,UK,Sales,Lead,13,113272.0,8,0.56,3,58,1,0,1,31,2,2,4.9,0
2475,49.0,Male,USA,Marketing,Junior,6,88827.0,7,0.89,1,44,0,0,0,37,1,25,1.4,0
2476,47.0,Female,India,Support,Senior,1,128892.0,6,0.51,4,52,1,0,1,96,1,24,2.7,0
2477,23.0,Other,USA,Development,Lead,6,98561.0,9,0.67,5,52,1,1,0,19,1,0,3.1,0
2478,46.0,Female,India,Sales,Senior,3,130450.0,3,0.72,1,46,0,0,1,90,2,14,1.2,0
2479,24.0,Female,India,Marketing,Mid,7,144293.0,8,,2,41,1,1,0,67,0,22,3.3,0
2480,29.0,Female,UK,Development,Mid,7,121457.0,2,0.46,1,39,0,0,0,1,0,9,3.3,0
2481,54.0,Female,Germany,Support,Senior,1,114994.0,2,0.56,3,43,1,0,1,41,2,7,4.4,0
2482,56.0,Female,UK,Sales,Junior,3,88361.0,9,0.45,3,51,0,0,0,31,4,11,3.9,0
2483,27.0,Male,India,HR,Senior,7,43796.0,5,0.52,5,56,1,1,1,35,3,29,2.7,0
2484,44.0,Male,USA,Development,Mid,0,101397.0,5,0.46,1,48,1,0,1,68,3,28,4.2,0
2485,46.0,Male,India,Sales,Junior,15,117238.0,2,0.6,1,43,1,0,0,27,2,20,3.7,0
2486,40.0,Female,UK,Marketing,Lead,11,122027.0,4,0.52,2,47,0,0,1,58,4,20,3.9,1
2487,26.0,Male,USA,HR,Mid,11,33107.0,9,0.71,3,53,1,1,1,45,2,7,1.9,1
2488,32.0,Other,Germany,Development,Lead,19,114761.0,8,0.99,2,38,0,0,0,33,4,9,2.4,0
2489,33.0,Female,UK,HR,Senior,12,31237.0,3,0.75,3,57,1,1,1,13,2,11,2.0,1
2490,31.0,Other,Canada,Development,Junior,17,121130.0,7,0.44,4,41,1,0,1,93,0,16,2.3,0
2491,29.0,Female,India,Support,Junior,14,128385.0,2,0.72,5,38,0,0,0,1,1,13,3.7,1
2492,45.0,Female,Germany,Marketing,Junior,3,59291.0,8,0.95,4,41,1,0,0,12,4,27,3.8,1
2493,49.0,Female,Germany,Marketing,Mid,5,56019.0,7,0.53,4,56,0,0,0,59,3,19,3.6,0
2494,57.0,Female,USA,Support,Senior,9,120039.0,7,0.95,5,58,0,1,1,37,1,29,2.0,0
2495,58.0,Other,UK,Development,Junior,6,148206.0,8,0.82,2,55,1,1,0,53,4,27,1.2,1
2496,42.0,Female,India,Development,Mid,12,33078.0,7,0.73,5,57,0,0,1,13,3,3,3.7,0
2497,,Female,Canada,Marketing,Senior,5,100904.0,9,0.54,1,58,0,1,1,29,4,8,3.4,0
2498,30.0,Male,India,Sales,Senior,14,127835.0,9,0.78,4,40,0,0,0,1,1,6,3.8,0
2499,36.0,Female,UK,Development,Lead,13,48489.0,8,0.46,5,51,1,0,1,82,2,2,2.8,0
2500,39.0,Female,Germany,Support,Junior,0,38178.0,8,0.54,1,58,1,0,1,98,3,24,4.5,0
2501,41.0,Female,Canada,Marketing,Lead,17,75473.0,4,0.94,5,44,1,1,0,19,3,7,3.6,0
2502,27.0,Female,USA,Support,Lead,8,,9,0.54,2,37,0,1,0,64,3,20,3.6,1
2503,33.0,Female,UK,Support,Junior,19,126941.0,4,0.62,2,37,0,0,0,76,3,25,1.5,0
2504,23.0,Female,India,Development,Senior,17,33336.0,6,0.52,1,36,0,0,0,60,3,13,1.2,0
2505,28.0,Other,UK,Support,Lead,15,58455.0,9,0.62,3,45,0,1,1,0,3,15,3.4,1
2506,37.0,Other,USA,Marketing,Lead,9,129490.0,6,0.59,2,40,0,1,1,26,0,29,3.9,0
2507,24.0,Female,India,Sales,Mid,6,104668.0,1,0.66,4,48,0,1,0,13,0,28,4.9,1
2508,24.0,Other,Canada,Marketing,Senior,5,93396.0,3,0.5,2,43,1,1,0,14,1,12,2.0,0
2509,48.0,Male,India,HR,Mid,14,58428.0,6,0.93,5,51,1,0,1,25,1,18,4.9,0
2510,59.0,Male,India,Marketing,Lead,2,81499.0,7,0.54,1,44,1,0,1,37,1,23,1.5,0
2511,54.0,Female,USA,HR,Senior,6,,2,0.51,5,35,1,0,1,64,3,14,1.9,0
2512,49.0,Female,India,Development,Senior,17,122714.0,9,0.53,4,58,0,0,1,3,1,0,4.5,0
2513,22.0,Other,UK,HR,Lead,8,98617.0,6,0.57,2,59,0,0,0,93,1,17,1.3,0
2514,29.0,Male,Germany,Sales,Mid,4,128999.0,5,0.78,4,43,1,0,0,67,3,26,4.2,0
2515,58.0,Female,USA,Development,Lead,14,111198.0,6,0.84,1,45,1,0,1,93,4,29,4.3,1
2516,53.0,Male,USA,Sales,Senior,14,75101.0,3,0.62,5,51,0,0,1,64,4,19,2.1,0
2517,58.0,Other,USA,HR,Lead,15,130939.0,8,0.5,1,37,0,1,0,12,2,26,3.4,0
2518,25.0,Female,UK,Development,Senior,5,73120.0,7,0.65,1,38,1,1,0,25,0,29,3.9,0
2519,51.0,Female,UK,HR,Senior,4,62513.0,4,,5,39,0,1,1,88,3,13,2.6,0
2520,27.0,Female,UK,Support,Junior,13,53397.0,1,0.57,5,37,1,1,1,88,1,6,3.9,0
2521,40.0,Male,UK,Sales,Mid,16,108096.0,9,0.93,3,53,1,1,1,26,2,3,3.4,0
2522,53.0,Other,India,Support,Senior,9,100374.0,2,0.48,3,37,0,0,1,9,3,25,2.1,0
2523,30.0,Male,USA,Sales,Mid,11,35829.0,3,0.54,1,59,1,1,1,21,2,25,3.5,0
2524,33.0,Male,USA,Sales,Junior,12,149407.0,6,0.43,5,49,1,1,0,33,1,13,2.6,0
2525,32.0,Female,Canada,Development,Mid,0,59246.0,3,0.56,1,55,1,0,1,31,3,3,4.2,0
2526,37.0,Other,Germany,Support,Junior,0,139882.0,5,0.6,1,47,0,0,0,83,0,3,1.6,0
2527,22.0,Other,India,HR,Lead,3,120978.0,8,0.87,1,39,0,0,0,90,4,0,2.5,1
2528,42.0,Female,Germany,Development,Senior,15,72597.0,9,0.47,2,47,0,0,1,5,0,28,2.3,0
2529,51.0,Other,India,Sales,Senior,15,88038.0,5,0.9,4,53,0,0,0,96,1,24,3.0,0
2530,34.0,Female,India,HR,Mid,15,78117.0,2,0.91,5,49,0,0,0,94,4,19,3.7,0
2531,55.0,Female,India,Sales,Junior,10,64185.0,2,0.94,3,36,0,1,0,52,3,19,2.5,0
2532,25.0,Other,USA,Sales,Mid,3,92734.0,2,0.78,2,38,1,1,1,87,0,15,1.3,1
2533,49.0,Other,Germany,HR,Junior,14,36578.0,4,0.85,2,56,0,0,0,52,3,2,3.6,1
2534,59.0,Other,Germany,Marketing,Lead,4,90120.0,9,0.6,5,57,0,0,1,76,2,19,2.9,1
2535,52.0,Other,UK,HR,Senior,4,90590.0,2,0.53,4,40,0,0,0,53,1,4,1.8,0
2536,48.0,Male,Germany,Development,Senior,11,68006.0,4,0.45,1,35,1,1,1,34,4,26,4.4,0
2537,26.0,Female,UK,HR,Lead,13,131722.0,6,0.7,5,54,0,1,0,60,0,25,2.5,0
2538,46.0,Female,Canada,Development,Junior,11,118849.0,7,0.78,3,35,0,0,0,51,4,23,3.8,0
2539,24.0,Female,UK,Support,Junior,3,39835.0,4,0.92,1,53,1,0,1,28,0,1,2.6,0
2540,,Female,India,HR,Junior,0,132148.0,5,0.88,2,54,0,0,1,24,0,0,2.8,0
2541,25.0,Male,USA,Support,Senior,19,114470.0,6,0.67,2,57,1,0,1,87,3,10,2.5,0
2542,46.0,Other,India,HR,Junior,4,43991.0,2,0.92,2,52,1,1,1,34,1,12,1.1,1
2543,41.0,Other,Canada,Development,Lead,10,94148.0,5,0.62,3,46,0,1,1,72,4,1,4.8,0
2544,,Other,USA,Support,Junior,18,80352.0,8,0.55,5,38,1,1,0,82,2,17,2.4,0
2545,47.0,Female,Canada,Marketing,Mid,17,65740.0,6,0.51,4,50,0,0,1,94,4,24,3.5,0
2546,26.0,Male,India,HR,Junior,19,119231.0,1,0.52,2,58,0,0,0,12,0,15,4.1,0
2547,56.0,Male,USA,Development,Lead,6,89605.0,7,0.88,3,39,0,1,0,10,0,1,2.6,0
2548,49.0,Other,Canada,Development,Senior,14,64091.0,9,0.91,1,50,1,0,0,11,0,19,3.9,0
2549,50.0,Female,UK,Sales,Junior,17,140689.0,5,0.55,2,47,0,1,1,13,0,10,4.3,1
2550,30.0,Other,Germany,Development,Mid,6,65654.0,1,0.7,2,49,1,1,1,82,3,15,3.6,1
2551,59.0,Female,India,Development,Mid,7,42564.0,1,0.97,4,54,1,0,1,82,0,23,2.2,0
2552,27.0,Other,UK,HR,Lead,5,54113.0,8,0.78,5,52,0,1,1,41,1,3,4.1,0
2553,40.0,Other,Canada,Support,Junior,8,126023.0,6,0.59,1,57,0,1,1,38,0,8,2.5,0
2554,,Male,Canada,HR,Junior,11,146308.0,7,,5,38,0,1,0,87,1,19,5.0,1
2555,23.0,Female,USA,HR,Junior,16,34722.0,4,0.66,5,54,0,0,1,8,1,18,2.9,0
2556,30.0,Male,UK,Marketing,Mid,17,106661.0,4,0.77,4,43,1,1,1,98,2,14,1.3,0
2557,42.0,Male,Canada,Marketing,Senior,19,94547.0,5,0.76,5,38,1,1,0,10,1,10,1.0,0
2558,45.0,Other,USA,HR,Junior,2,56837.0,7,0.93,2,43,1,1,1,12,1,25,3.3,0
2559,55.0,Female,Germany,Marketing,Mid,19,80097.0,1,0.65,2,43,0,0,1,10,2,6,3.6,0
2560,43.0,Female,Germany,Sales,Senior,10,114730.0,5,0.73,2,36,0,0,0,77,0,27,4.7,1
2561,24.0,Other,USA,Development,Lead,18,46898.0,7,0.79,4,50,0,1,0,74,4,22,2.6,0
2562,33.0,Other,UK,HR,Lead,11,68835.0,3,0.52,2,43,0,0,1,95,1,10,3.5,0
2563,49.0,Other,USA,Support,Mid,15,139412.0,3,0.44,4,43,1,0,1,29,1,1,1.8,0
2564,51.0,Female,USA,Marketing,Mid,18,139514.0,4,0.82,3,50,1,1,0,2,4,29,2.8,0
2565,47.0,Other,UK,Sales,Junior,8,34583.0,9,0.97,4,50,1,0,0,75,1,21,2.7,0
2566,42.0,Other,Germany,Marketing,Lead,16,105258.0,8,0.51,2,44,1,1,0,67,1,28,3.6,0
2567,49.0,Male,Canada,Sales,Junior,9,52635.0,7,,4,58,0,0,1,77,2,21,2.3,0
2568,47.0,Other,Germany,Sales,Junior,2,130769.0,1,0.5,5,46,1,0,0,14,4,14,4.9,0
2569,54.0,Other,UK,Sales,Lead,15,96393.0,2,0.73,2,54,1,1,0,97,3,24,3.9,0
2570,42.0,Female,India,HR,Lead,7,97862.0,1,0.68,2,37,0,0,1,45,4,9,2.8,0
2571,56.0,Other,UK,Development,Lead,17,137495.0,6,0.56,5,51,0,0,1,91,4,4,1.4,0
2572,55.0,Female,Germany,HR,Senior,10,111235.0,2,0.99,1,59,0,1,1,70,1,5,3.1,0
2573,39.0,Male,Germany,Development,Junior,9,137784.0,1,0.91,1,57,0,0,1,63,0,12,3.4,1
2574,32.0,Male,UK,Support,Junior,3,95561.0,7,,5,36,1,1,1,44,2,0,4.3,1
2575,44.0,Female,UK,Marketing,Lead,12,66270.0,2,0.59,4,58,1,0,1,21,2,17,4.0,0
2576,43.0,Other,UK,HR,Lead,17,55578.0,6,0.9,3,58,0,0,0,70,4,14,3.3,0
2577,,Female,Germany,Marketing,Lead,2,102990.0,4,0.47,3,57,1,1,0,79,3,5,4.3,1
2578,26.0,Other,USA,Marketing,Lead,1,77131.0,3,0.45,1,51,1,0,1,3,3,29,4.1,0
2579,32.0,Other,India,Support,Lead,9,42083.0,5,0.62,1,41,1,1,1,90,1,2,1.0,0
2580,51.0,Other,USA,Marketing,Senior,12,105528.0,1,0.97,2,42,1,0,1,59,2,2,4.7,1
2581,36.0,Female,Germany,Development,Mid,19,145443.0,2,0.64,1,48,1,0,0,65,1,4,3.9,0
2582,48.0,Male,USA,HR,Junior,11,60980.0,6,0.49,1,52,1,1,0,21,3,7,1.3,0
2583,56.0,Female,UK,Support,Mid,4,39231.0,6,0.71,4,56,1,1,0,9,2,20,3.5,0
2584,54.0,Other,Canada,Development,Senior,16,70633.0,4,0.95,3,48,1,1,0,28,2,2,1.4,0
2585,41.0,Female,UK,Development,Junior,16,64720.0,1,0.89,3,59,0,1,1,18,2,4,1.6,0
2586,37.0,Male,India,Support,Lead,4,36493.0,3,0.61,2,42,0,0,1,6,2,0,3.1,0
2587,55.0,Female,UK,Support,Senior,17,32063.0,6,,5,42,1,1,1,99,1,2,1.6,0
2588,23.0,Male,Canada,Marketing,Senior,19,66373.0,5,0.86,1,47,1,0,0,12,0,3,4.9,0
2589,56.0,Male,Germany,Sales,Lead,4,120843.0,4,,4,57,0,1,1,41,4,23,3.8,1
2590,49.0,Other,USA,Development,Lead,5,138214.0,5,0.96,5,58,1,1,1,3,1,0,3.0,0
2591,27.0,Male,UK,Development,Mid,8,131207.0,2,0.59,4,54,0,1,0,97,3,11,1.6,0
2592,30.0,Female,USA,Sales,Junior,18,56273.0,5,0.51,5,49,0,1,1,66,4,20,4.0,0
2593,41.0,Female,India,Development,Senior,14,62589.0,3,0.97,1,38,1,1,1,71,1,13,1.0,0
2594,22.0,Other,USA,HR,Lead,8,112350.0,8,0.79,4,35,0,1,1,46,4,6,1.7,0
2595,29.0,Female,India,Marketing,Senior,18,36638.0,4,0.81,5,55,0,0,1,41,2,6,3.9,0
2596,44.0,Other,India,Marketing,Junior,17,100726.0,3,0.56,5,56,0,0,1,99,2,26,4.5,1
2597,24.0,Female,UK,HR,Lead,4,68099.0,5,0.58,2,56,1,0,0,53,1,13,4.1,0
2598,25.0,Female,Canada,Sales,Lead,15,116987.0,8,0.56,3,59,0,0,1,71,3,26,4.8,0
2599,46.0,Male,USA,Support,Junior,2,58739.0,1,0.64,2,47,0,0,0,2,3,16,1.1,0
2600,59.0,Male,India,Development,Lead,16,145457.0,1,0.55,2,45,0,0,0,5,1,9,2.6,1
2601,36.0,Male,India,Development,Junior,2,34727.0,4,0.45,5,36,0,1,0,57,4,13,1.4,0
2602,42.0,Female,India,Support,Lead,12,112188.0,6,0.52,2,47,1,1,1,54,1,23,1.7,0
2603,56.0,Other,Germany,Support,Junior,11,36923.0,5,0.68,1,40,1,1,0,11,2,8,2.0,0
2604,35.0,Other,USA,Sales,Senior,13,101013.0,4,0.48,1,47,0,1,0,95,4,28,4.1,1
2605,57.0,Other,USA,Development,Junior,4,94188.0,7,0.43,2,54,0,1,0,61,2,25,1.6,1
2606,33.0,Male,India,Support,Mid,15,,2,0.86,5,39,1,1,0,45,2,24,3.9,0
2607,,Female,USA,Development,Senior,10,149549.0,3,0.58,4,38,0,0,1,82,2,27,1.8,0
2608,30.0,Male,USA,HR,Senior,18,69024.0,2,0.43,3,58,0,0,0,77,0,18,2.0,0
2609,56.0,Female,Germany,Support,Lead,18,75434.0,3,0.59,1,53,1,0,0,21,4,8,1.2,1
2610,34.0,Female,India,Sales,Lead,8,108759.0,7,0.97,1,46,0,1,1,15,0,20,1.3,0
2611,36.0,Female,USA,Sales,Mid,9,114545.0,8,0.58,1,56,0,1,0,97,0,13,1.8,0
2612,39.0,Male,Canada,Development,Senior,12,55940.0,5,0.58,5,56,1,0,0,35,4,21,1.8,0
2613,54.0,Female,India,Development,Lead,11,37372.0,9,0.59,2,56,0,0,1,24,3,5,4.4,1
2614,27.0,Male,USA,Sales,Mid,8,138933.0,7,0.63,4,43,0,1,0,91,0,9,3.9,0
2615,48.0,Male,Germany,Development,Junior,5,84533.0,6,0.69,1,49,1,1,1,66,1,16,1.9,1
2616,44.0,Female,Canada,Sales,Junior,0,82885.0,9,0.46,5,55,1,1,0,31,2,4,4.0,0
2617,48.0,Female,UK,Marketing,Mid,16,77758.0,7,1.0,3,36,0,1,0,10,2,1,3.6,0
2618,55.0,Female,UK,Sales,Junior,13,36904.0,1,0.68,5,42,0,1,0,14,0,6,4.5,0
2619,59.0,Male,Canada,Marketing,Junior,18,32580.0,9,0.59,3,59,0,0,1,1,3,0,1.4,0
2620,35.0,Female,UK,HR,Senior,7,141576.0,5,0.9,3,35,1,1,0,38,0,18,4.7,0
2621,57.0,Female,Canada,HR,Senior,9,92948.0,3,0.85,2,58,0,1,0,66,4,25,2.8,0
2622,29.0,Other,USA,HR,Junior,18,91223.0,7,0.56,5,39,1,0,0,8,1,7,4.6,1
2623,56.0,Other,UK,Support,Junior,19,125687.0,1,0.84,3,54,0,0,0,75,0,13,3.2,0
2624,40.0,Other,UK,Sales,Mid,13,78201.0,2,0.66,2,36,0,1,1,59,0,15,3.8,1
2625,51.0,Female,Canada,Marketing,Senior,18,32319.0,5,0.64,1,38,1,1,0,64,4,25,1.4,0
2626,35.0,Male,USA,Marketing,Mid,15,120378.0,6,0.46,3,58,0,1,1,50,4,12,4.8,0
